time,dev1,dev2,connection
117818.0,9,25,up
117821.0,8,30,up
117825.0,7,13,up
117827.0,1,23,up
117851.0,8,30,up
117859.0,1,32,up
117867.0,23,32,up
117883.0,9,25,up
117912.0,27,69,up
117936.0,1,72,up
117936.0,23,72,up
117936.0,32,72,up
117937.0,42,51,up
117942.0,19,22,up
117942.0,28,38,up
117946.0,7,13,up
117974.0,8,30,up
117975.0,4,10,up
117976.0,7,13,up
117999.0,9,56,up
118035.0,4,10,up
118047.0,23,32,up
118056.0,1,72,up
118056.0,32,72,up
118061.0,27,69,up
118063.0,28,38,up
118063.0,9,25,up
118077.0,1,32,up
118086.0,23,72,up
118092.0,23,32,up
118121.0,27,51,up
118137.0,23,32,up
118142.0,7,13,up
118161.0,6,36,up
118172.0,7,13,up
118176.0,1,72,up
118178.0,9,25,up
118214.0,28,38,up
118218.0,6,47,up
118220.0,1,23,up
118236.0,32,72,up
118241.0,27,51,up
118242.0,19,22,up
118243.0,9,25,up
118248.0,1,72,up
118275.0,7,13,up
118301.0,27,51,up
118311.0,6,36,up
118322.0,7,13,up
118352.0,7,13,up
118361.0,27,51,up
118363.0,19,22,up
118364.0,9,25,up
118368.0,6,36,up
118417.0,27,51,up
118437.0,1,32,up
118447.0,27,51,up
118448.0,9,25,up
118453.0,12,28,up
118458.0,6,36,up
118463.0,19,42,up
118463.0,22,42,up
118472.0,7,13,up
118484.0,9,25,up
118497.0,1,32,up
118512.0,22,69,up
118514.0,9,25,up
118527.0,23,32,up
118536.0,1,72,up
118547.0,7,13,up
118571.0,27,51,up
118587.0,23,32,up
118602.0,12,28,up
118602.0,23,72,up
118604.0,9,25,up
118661.0,8,30,up
118667.0,12,28,up
118667.0,7,13,up
118677.0,23,32,up
118691.0,27,51,up
118698.0,6,36,up
118700.0,1,32,up
118712.0,7,13,up
118716.0,23,72,up
118721.0,8,30,up
118722.0,16,30,up
118722.0,22,42,up
118727.0,12,38,up
118737.0,1,32,up
118737.0,32,72,up
118752.0,22,69,up
118754.0,9,25,up
118759.0,1,72,up
118767.0,23,32,up
118779.0,8,30,up
118782.0,16,30,up
118787.0,7,13,up
118788.0,6,36,up
118812.0,12,17,up
118812.0,17,28,up
118822.0,6,36,up
118842.0,16,30,up
118844.0,9,25,up
118868.0,9,57,up
118873.0,12,28,up
118874.0,3,73,up
118878.0,6,47,up
118899.0,16,30,up
118901.0,27,51,up
118903.0,17,28,up
118903.0,4,10,up
118907.0,12,38,up
118929.0,9,25,up
118958.0,9,57,up
118963.0,12,28,up
118963.0,4,10,up
118977.0,11,48,up
118977.0,23,32,up
119018.0,9,25,up
119022.0,12,17,up
119023.0,28,39,up
119037.0,32,72,up
119053.0,12,28,up
119057.0,12,38,up
119068.0,32,72,up
119079.0,16,30,up
119083.0,17,28,up
119089.0,1,72,up
119091.0,19,69,up
119114.0,3,73,up
119136.0,1,72,up
119138.0,27,51,up
119142.0,17,28,up
119142.0,19,22,up
119157.0,1,32,up
119157.0,32,72,up
119168.0,9,25,up
119177.0,12,28,up
119178.0,6,36,up
119204.0,17,28,up
119208.0,12,38,up
119232.0,16,30,up
119234.0,3,73,up
119241.0,19,22,up
119242.0,11,48,up
119242.0,6,36,up
119247.0,1,32,up
119263.0,4,10,up
119264.0,12,28,up
119278.0,1,32,up
119294.0,28,38,up
119324.0,12,28,up
119328.0,12,38,up
119329.0,1,32,up
119350.0,16,30,up
119358.0,12,28,up
119383.0,19,22,up
119384.0,5,71,up
119394.0,21,23,up
119394.0,21,32,up
119413.0,4,10,up
119418.0,12,28,up
119421.0,11,48,up
119427.0,23,32,up
119444.0,19,22,up
119444.0,28,38,up
119451.0,19,51,up
119470.0,8,30,up
119473.0,25,56,up
119473.0,9,25,up
119478.0,12,38,up
119481.0,11,46,up
119499.0,9,57,up
119504.0,19,22,up
119518.0,11,48,up
119529.0,9,56,up
119532.0,23,72,up
119541.0,19,42,up
119547.0,23,32,up
119562.0,23,72,up
119563.0,16,30,up
119564.0,19,22,up
119587.0,32,72,up
119592.0,8,16,up
119592.0,8,30,up
119594.0,22,69,up
119594.0,3,73,up
119598.0,12,28,up
119598.0,12,38,up
119617.0,32,72,up
119618.0,22,51,up
119624.0,25,56,up
119631.0,19,42,up
119647.0,1,72,up
119648.0,22,51,up
119652.0,1,23,up
119652.0,17,28,up
119665.0,19,42,up
119683.0,4,10,up
119684.0,17,28,up
119684.0,9,25,up
119691.0,19,22,up
119709.0,9,56,up
119714.0,22,69,up
119714.0,28,38,up
119718.0,12,28,up
119718.0,12,38,up
119737.0,38,39,up
119740.0,16,30,up
119741.0,8,16,up
119742.0,23,72,up
119758.0,23,32,up
119774.0,19,22,up
119781.0,19,69,up
119828.0,42,51,up
119832.0,17,28,up
119832.0,8,16,up
119841.0,19,22,up
119860.0,16,30,up
119860.0,9,25,up
119861.0,8,30,up
119864.0,22,42,up
119864.0,22,51,up
119868.0,12,17,up
119886.0,12,39,up
119886.0,38,39,up
119888.0,51,69,up
119894.0,28,39,up
119894.0,5,26,up
119907.0,32,72,up
119920.0,16,30,up
119924.0,28,39,up
119934.0,19,42,up
119952.0,8,16,up
119976.0,18,74,up
119980.0,8,30,up
119980.0,9,25,up
119987.0,12,38,up
120012.0,23,32,up
120014.0,22,51,up
120042.0,17,39,up
120042.0,23,32,up
120070.0,16,30,up
120073.0,4,10,up
120078.0,12,17,up
120079.0,1,32,up
120079.0,1,72,up
120096.0,17,39,up
120101.0,8,16,up
120104.0,22,51,up
120108.0,12,39,up
120115.0,42,51,up
120131.0,8,16,up
120138.0,12,28,up
120157.0,1,72,up
120163.0,23,72,up
120193.0,4,10,up
120224.0,22,51,up
120224.0,22,69,up
120227.0,12,28,up
120246.0,23,72,up
120250.0,18,74,up
120257.0,12,38,up
120261.0,19,51,up
120265.0,22,42,up
120311.0,8,16,up
120314.0,22,42,up
120315.0,3,73,up
120317.0,12,28,up
120317.0,12,38,up
120327.0,32,72,up
120343.0,8,16,up
120344.0,22,51,up
120352.0,11,46,up
120352.0,19,22,up
120358.0,32,72,up
120366.0,18,74,up
120372.0,28,38,up
120377.0,12,17,up
120409.0,1,32,up
120409.0,1,72,up
120432.0,17,39,up
120433.0,4,10,up
120477.0,23,32,up
120493.0,17,28,up
120493.0,4,10,up
120498.0,12,39,up
120502.0,19,42,up
120519.0,8,30,up
120522.0,12,28,up
120523.0,16,30,up
120523.0,8,16,up
120562.0,19,51,up
120582.0,28,38,up
120582.0,8,16,up
120583.0,16,30,up
120607.0,1,72,up
120609.0,8,30,up
120612.0,28,39,up
120616.0,3,73,up
120637.0,1,72,up
120642.0,12,17,up
120642.0,12,28,up
120642.0,17,28,up
120642.0,8,16,up
120643.0,4,10,up
120652.0,19,51,up
120657.0,1,32,up
120672.0,28,38,up
120681.0,11,46,up
120682.0,19,42,up
120698.0,38,39,up
120703.0,28,39,up
120732.0,17,28,up
120735.0,9,25,up
120738.0,12,38,up
120742.0,11,46,up
120769.0,1,32,up
120769.0,1,72,up
120792.0,28,38,up
120792.0,28,39,up
120793.0,12,17,up
120805.0,22,42,up
120817.0,32,72,up
120818.0,38,39,up
120823.0,17,39,up
120823.0,4,10,up
120823.0,8,16,up
120824.0,19,22,up
120826.0,3,73,up
120828.0,12,28,up
120828.0,12,38,up
120828.0,12,39,up
120832.0,19,42,up
120852.0,17,28,up
120869.0,1,32,up
120878.0,32,72,up
120882.0,8,16,up
120895.0,19,42,up
120896.0,21,32,up
120918.0,7,43,up
120926.0,21,23,up
120928.0,32,72,up
120943.0,16,30,up
120943.0,8,16,up
120943.0,8,30,up
120949.0,1,32,up
120949.0,1,72,up
121000.0,8,30,up
121001.0,18,74,up
121018.0,1,32,up
121018.0,32,72,up
121030.0,9,25,up
121061.0,18,74,up
121063.0,8,30,up
121066.0,3,73,up
121079.0,1,32,up
121091.0,22,51,up
121093.0,16,30,up
121093.0,23,72,up
121093.0,8,30,up
121103.0,11,46,up
121117.0,32,72,up
121120.0,9,25,up
121121.0,18,74,up
121123.0,8,16,up
121123.0,8,30,up
121136.0,21,32,up
121136.0,21,72,up
121151.0,22,51,up
121158.0,12,28,up
121158.0,12,38,up
121158.0,12,39,up
121165.0,19,42,up
121183.0,16,30,up
121183.0,8,30,up
121213.0,8,16,up
121225.0,19,42,up
121240.0,9,25,up
121241.0,18,74,up
121242.0,22,51,up
121273.0,8,16,up
121275.0,9,25,up
121301.0,18,74,up
121328.0,32,72,up
121330.0,8,30,up
121333.0,16,30,up
121338.0,7,43,up
121363.0,16,30,up
121363.0,8,30,up
121395.0,9,25,up
121429.0,1,72,up
121437.0,21,23,up
121453.0,16,30,up
121458.0,7,13,up
121463.0,19,42,up
121478.0,1,72,up
121492.0,19,51,up
121526.0,21,23,up
121529.0,1,32,up
121529.0,32,72,up
121542.0,22,42,up
121553.0,19,42,up
121570.0,9,25,up
121571.0,19,22,up
121573.0,16,30,up
121579.0,12,38,up
121579.0,12,39,up
121586.0,19,42,up
121589.0,1,32,up
121606.0,5,71,up
121630.0,9,25,up
121631.0,18,74,up
121633.0,8,30,up
121660.0,16,30,up
121660.0,9,25,up
121669.0,12,39,up
121672.0,19,22,up
121693.0,16,30,up
121700.0,1,32,up
121732.0,19,22,up
121778.0,32,72,up
121808.0,1,72,up
121810.0,8,30,up
121811.0,18,74,up
121814.0,21,23,up
121819.0,12,38,up
121819.0,12,39,up
121848.0,7,43,up
121882.0,19,42,up
121898.0,32,72,up
121903.0,16,30,up
121903.0,8,30,up
121909.0,1,72,up
121919.0,1,32,up
121931.0,18,74,up
121931.0,19,27,up
121932.0,22,42,up
121959.0,1,72,up
121964.0,1,23,up
121964.0,12,17,up
121972.0,19,22,up
121998.0,7,43,up
122039.0,23,32,up
122110.0,9,25,up
122129.0,1,32,up
122129.0,23,32,up
122152.0,19,51,up
122178.0,7,43,up
122201.0,18,74,up
122294.0,23,32,up
122307.0,21,32,up
122309.0,1,32,up
122324.0,23,32,up
122333.0,19,51,up
122348.0,1,72,up
122354.0,23,32,up
122356.0,3,73,up
122382.0,19,22,up
122382.0,22,51,up
122384.0,23,32,up
122408.0,32,72,up
122440.0,16,30,up
122442.0,22,51,up
122456.0,28,38,up
122456.0,28,39,up
122473.0,16,30,up
122481.0,1,72,up
122502.0,22,42,up
122503.0,16,30,up
122503.0,8,16,up
122508.0,7,43,up
122513.0,19,22,up
122513.0,19,42,up
122530.0,9,25,up
122531.0,8,30,up
122546.0,28,38,up
122561.0,8,30,up
122562.0,18,74,up
122571.0,1,72,up
122576.0,28,39,up
122596.0,9,25,up
122603.0,19,42,up
122621.0,8,30,up
122624.0,8,16,up
122625.0,23,32,up
122636.0,19,42,up
122661.0,1,32,up
122684.0,8,16,up
122686.0,9,25,up
122693.0,19,51,up
122716.0,9,25,up
122723.0,19,42,up
122744.0,23,72,up
122745.0,9,25,up
122769.0,1,72,up
122771.0,16,30,up
122772.0,18,74,up
122775.0,9,25,up
122783.0,19,22,up
122819.0,32,72,up
122832.0,22,42,up
122834.0,16,30,up
122835.0,9,25,up
122843.0,19,42,up
122861.0,8,30,up
122864.0,1,23,up
122889.0,1,72,up
122889.0,23,72,up
122891.0,16,30,up
122891.0,8,30,up
122919.0,23,72,up
122924.0,8,16,up
122929.0,12,17,up
122933.0,19,51,up
122951.0,16,30,up
122951.0,8,30,up
122954.0,17,28,up
122954.0,17,39,up
122985.0,8,16,up
122993.0,19,51,up
123041.0,16,30,up
123072.0,22,42,up
123076.0,3,73,up
123078.0,7,43,up
123082.0,19,51,up
123101.0,16,30,up
123103.0,8,16,up
123138.0,7,43,up
123160.0,9,25,up
123161.0,8,30,up
123193.0,8,16,up
123221.0,8,30,up
123252.0,19,22,up
123253.0,8,30,up
123263.0,11,46,up
123279.0,1,72,up
123292.0,19,51,up
123313.0,8,30,up
123314.0,16,30,up
123320.0,7,43,up
123347.0,3,73,up
123368.0,11,48,up
123371.0,16,30,up
123404.0,16,30,up
123404.0,8,16,up
123433.0,8,30,up
123439.0,7,13,up
123493.0,8,16,up
123496.0,3,73,up
123522.0,8,30,up
123554.0,1,23,up
123556.0,3,73,up
123561.0,1,72,up
123574.0,7,13,up
123579.0,23,72,up
123581.0,16,30,up
123583.0,8,16,up
123611.0,16,30,up
123611.0,8,30,up
123623.0,19,42,up
123639.0,1,72,up
123644.0,8,16,up
123669.0,11,48,up
123706.0,3,73,up
123735.0,23,72,up
123739.0,7,43,up
123761.0,16,30,up
123762.0,9,25,up
123777.0,17,28,up
123792.0,9,25,up
123796.0,3,73,up
123796.0,5,71,up
123799.0,12,17,up
123799.0,7,43,up
123806.0,28,39,up
123829.0,7,13,up
123831.0,1,72,up
123849.0,11,48,up
123855.0,23,72,up
123863.0,19,42,up
123882.0,9,25,up
123884.0,12,17,up
123944.0,16,30,up
123944.0,8,16,up
123944.0,8,30,up
123975.0,17,28,up
123975.0,17,39,up
123976.0,9,25,up
123979.0,7,43,up
123987.0,28,39,up
124004.0,17,38,up
124007.0,3,73,up
124035.0,1,23,up
124035.0,23,72,up
124039.0,7,43,up
124040.0,12,17,up
124043.0,11,46,up
124047.0,12,28,up
124059.0,11,48,up
124062.0,19,22,up
124092.0,22,51,up
124099.0,7,43,up
124121.0,16,30,up
124154.0,8,16,up
124181.0,8,30,up
124182.0,9,25,up
124187.0,3,73,up
124189.0,7,13,up
124245.0,1,23,up
124245.0,23,72,up
124250.0,12,28,up
124274.0,16,30,up
124284.0,11,46,up
124299.0,11,48,up
124305.0,23,72,up
124329.0,1,72,up
124332.0,8,30,up
124333.0,18,74,up
124337.0,3,73,up
124340.0,12,17,up
124359.0,1,72,up
124362.0,16,30,up
124392.0,9,25,up
124401.0,1,23,up
124427.0,3,73,up
124434.0,11,46,up
124436.0,6,36,up
124453.0,18,74,up
124460.0,7,43,up
124470.0,36,47,up
124474.0,7,13,up
124491.0,1,23,up
124499.0,1,32,up
124504.0,7,13,up
124544.0,16,30,up
124573.0,18,74,up
124575.0,1,23,up
124589.0,23,32,up
124602.0,16,30,up
124612.0,1,32,up
124635.0,1,23,up
124637.0,3,73,up
124640.0,7,43,up
124649.0,23,32,up
124649.0,32,72,up
124664.0,18,74,up
124665.0,16,30,up
124689.0,11,48,up
124692.0,8,30,up
124695.0,12,17,up
124700.0,12,28,up
124706.0,6,47,up
124722.0,9,25,up
124737.0,28,39,up
124739.0,1,32,up
124739.0,23,32,up
124753.0,18,74,up
124754.0,8,16,up
124755.0,12,17,up
124755.0,17,28,up
124757.0,3,73,up
124780.0,11,48,up
124782.0,16,30,up
124790.0,12,17,up
124815.0,1,23,up
124857.0,28,39,up
124859.0,1,32,up
124859.0,23,32,up
124870.0,11,48,up
124873.0,18,74,up
124889.0,1,32,up
124908.0,3,73,up
124949.0,32,72,up
124962.0,19,22,up
124962.0,22,42,up
124964.0,8,16,up
124979.0,1,32,up
124987.0,51,76,up
124993.0,18,74,up
125025.0,23,32,up
125047.0,27,76,up
125055.0,1,23,up
125080.0,46,48,up
125086.0,12,17,up
125111.0,27,76,up
125114.0,8,16,up
125115.0,23,32,up
125129.0,1,32,up
125146.0,12,17,up
125150.0,7,43,up
125156.0,6,47,up
125158.0,28,38,up
125158.0,28,39,up
125171.0,19,51,up
125176.0,17,28,up
125177.0,9,25,up
125191.0,6,36,up
125208.0,3,73,up
125227.0,27,76,up
125233.0,18,74,up
125247.0,28,39,up
125260.0,46,48,up
125264.0,8,16,up
125265.0,1,23,up
125270.0,12,17,up
125295.0,23,32,up
125295.0,8,30,up
125300.0,7,43,up
125306.0,6,36,up
125306.0,6,47,up
125308.0,28,38,up
125322.0,9,25,up
125323.0,18,74,up
125325.0,23,32,up
125339.0,1,32,up
125355.0,8,16,up
125382.0,16,30,up
125382.0,9,25,up
125396.0,6,47,up
125399.0,32,72,up
125405.0,54,69,up
125424.0,11,48,up
125429.0,1,32,up
125431.0,6,36,up
125442.0,9,25,up
125456.0,6,47,up
125461.0,6,36,up
125480.0,12,38,up
125497.0,27,76,up
125504.0,16,30,up
125506.0,1,23,up
125510.0,7,43,up
125527.0,27,76,up
125576.0,6,36,up
125579.0,1,32,up
125579.0,32,72,up
125593.0,16,30,up
125598.0,9,25,up
125623.0,27,76,up
125638.0,28,38,up
125638.0,28,39,up
125655.0,16,30,up
125669.0,1,32,up
125680.0,11,48,up
125690.0,12,28,up
125715.0,16,30,up
125718.0,3,73,up
125720.0,7,13,up
125725.0,11,48,up
125727.0,6,36,up
125785.0,42,51,up
125787.0,6,47,up
125805.0,1,23,up
125810.0,12,38,up
125816.0,19,51,up
125849.0,1,32,up
125865.0,16,30,up
125866.0,17,28,up
125900.0,12,17,up
125909.0,28,38,up
125909.0,28,39,up
125920.0,11,48,up
125933.0,34,74,up
125956.0,12,17,up
125956.0,8,16,up
125960.0,12,28,up
125967.0,17,28,up
125967.0,6,47,up
125982.0,16,30,up
125985.0,23,72,up
125988.0,3,73,up
125998.0,12,28,up
126015.0,16,30,up
126027.0,6,47,up
126046.0,17,28,up
126073.0,18,34,up
126074.0,8,30,up
126076.0,12,17,up
126083.0,1,72,up
126085.0,11,46,up
126086.0,1,21,up
126086.0,21,72,up
126103.0,8,30,up
126104.0,18,74,up
126119.0,21,32,up
126146.0,1,21,up
126146.0,21,72,up
126149.0,21,32,up
126166.0,8,16,up
126171.0,12,38,up
126201.0,12,39,up
126207.0,6,47,up
126252.0,9,25,up
126280.0,46,48,up
126283.0,8,30,up
126297.0,6,47,up
126313.0,18,34,up
126316.0,1,23,up
126327.0,28,39,up
126359.0,17,28,up
126370.0,46,48,up
126388.0,12,28,up
126400.0,11,48,up
126406.0,17,28,up
126420.0,23,32,up
126437.0,4,10,up
126442.0,12,17,up
126450.0,23,32,up
126465.0,16,30,up
126466.0,21,23,up
126477.0,6,36,up
126490.0,11,48,up
126495.0,8,16,up
126506.0,1,21,up
126517.0,10,77,up
126517.0,4,77,up
126526.0,8,30,up
126532.0,12,17,up
126537.0,6,47,up
126540.0,23,32,up
126541.0,36,47,up
126553.0,18,74,up
126555.0,8,16,up
126556.0,17,28,up
126567.0,6,36,up
126582.0,8,30,up
126585.0,16,30,up
126597.0,6,36,up
126645.0,8,30,up
126647.0,23,32,up
126662.0,36,47,up
126673.0,27,76,up
126675.0,8,30,up
126676.0,23,32,up
126677.0,4,10,up
126681.0,7,13,up
126682.0,12,28,up
126700.0,11,48,up
126710.0,7,13,up
126728.0,27,76,up
126735.0,16,30,up
126747.0,6,47,up
126757.0,4,77,up
126760.0,11,48,up
126763.0,27,76,up
126763.0,8,30,up
126795.0,16,30,up
126795.0,8,16,up
126795.0,8,30,up
126797.0,4,77,up
126802.0,12,17,up
126803.0,1,23,up
126811.0,36,47,up
126816.0,10,77,up
126828.0,9,25,up
126853.0,18,74,up
126855.0,16,30,up
126855.0,8,16,up
126856.0,12,17,up
126857.0,4,10,up
126858.0,3,73,up
126862.0,12,28,up
126871.0,36,47,up
126877.0,4,77,up
126883.0,27,76,up
126887.0,1,23,up
126888.0,9,25,up
126897.0,6,36,up
126906.0,69,71,up
126921.0,12,28,up
126945.0,8,30,up
126950.0,7,13,up
126961.0,1,32,up
126961.0,23,32,up
126976.0,23,72,up
127003.0,16,30,up
127004.0,18,34,up
127004.0,18,74,up
127004.0,27,76,up
127007.0,12,17,up
127009.0,3,73,up
127013.0,1,23,up
127022.0,36,47,up
127027.0,10,77,up
127027.0,4,77,up
127033.0,9,25,up
127042.0,12,38,up
127042.0,12,39,up
127049.0,12,28,up
127066.0,16,30,up
127068.0,9,25,up
127081.0,1,32,up
127081.0,23,32,up
127093.0,27,76,up
127097.0,1,23,up
127107.0,6,47,up
127111.0,36,47,up
127111.0,6,36,up
127120.0,11,46,up
127123.0,27,76,up
127124.0,19,22,up
127126.0,8,16,up
127140.0,23,32,up
127147.0,4,77,up
127154.0,22,51,up
127163.0,1,32,up
127177.0,10,77,up
127177.0,4,77,up
127178.0,27,76,up
127180.0,11,46,up
127180.0,46,48,up
127181.0,11,48,up
127197.0,6,36,up
127198.0,28,38,up
127198.0,28,39,up
127201.0,32,72,up
127209.0,18,34,up
127209.0,18,74,up
127214.0,8,30,up
127217.0,17,28,up
127218.0,3,73,up
127227.0,6,47,up
127228.0,12,28,up
127241.0,46,48,up
127246.0,8,16,up
127247.0,4,10,up
127262.0,36,47,up
127267.0,10,77,up
127267.0,4,77,up
127273.0,27,76,up
127287.0,11,46,up
127287.0,6,36,up
127298.0,18,74,up
127326.0,7,13,up
127327.0,69,71,up
127338.0,9,25,up
127346.0,11,46,up
127361.0,46,48,up
127366.0,12,17,up
127366.0,17,28,up
127366.0,17,38,up
127366.0,8,16,up
127379.0,12,28,up
127395.0,16,30,up
127395.0,8,30,up
127397.0,4,77,up
127402.0,12,17,up
127419.0,27,76,up
127421.0,11,48,up
127424.0,16,30,up
127427.0,4,77,up
127427.0,5,69,up
127432.0,12,38,up
127443.0,6,36,up
127451.0,46,48,up
127453.0,9,25,up
127457.0,4,10,up
127468.0,28,38,up
127468.0,28,39,up
127478.0,10,77,up
127478.0,4,77,up
127483.0,1,23,up
127484.0,16,30,up
127511.0,11,48,up
127538.0,56,57,up
127547.0,12,17,up
127547.0,3,73,up
127552.0,12,28,up
127568.0,18,34,up
127568.0,18,74,up
127570.0,46,48,up
127601.0,46,48,up
127612.0,12,28,up
127621.0,1,32,up
127621.0,32,72,up
127630.0,11,48,up
127634.0,1,23,up
127634.0,23,32,up
127634.0,8,16,up
127639.0,7,13,up
127666.0,16,30,up
127672.0,12,28,up
127677.0,6,47,up
127681.0,21,32,up
127693.0,27,76,up
127694.0,1,23,up
127694.0,8,16,up
127707.0,6,36,up
127717.0,10,77,up
127721.0,46,48,up
127726.0,8,16,up
127727.0,4,10,up
127741.0,23,32,up
127751.0,11,48,up
127753.0,1,23,up
127767.0,6,47,up
127778.0,18,74,up
127784.0,16,30,up
127797.0,21,72,up
127799.0,28,38,up
127799.0,28,39,up
127806.0,7,13,up
127810.0,11,48,up
127814.0,8,30,up
127822.0,12,28,up
127831.0,1,32,up
127831.0,23,32,up
127831.0,32,72,up
127839.0,56,57,up
127840.0,46,48,up
127845.0,9,25,up
127867.0,10,77,up
127879.0,7,13,up
127886.0,1,32,up
127898.0,4,77,up
127899.0,56,57,up
127903.0,27,76,up
127904.0,8,30,up
127905.0,9,25,up
127907.0,4,10,up
127907.0,8,16,up
127933.0,1,23,up
127933.0,23,32,up
127934.0,16,30,up
127937.0,3,73,up
127939.0,7,13,up
127960.0,46,48,up
127964.0,8,30,up
127987.0,10,77,up
127987.0,4,77,up
127987.0,56,57,up
127988.0,27,76,up
127995.0,8,16,up
127995.0,8,30,up
128011.0,32,72,up
128027.0,8,16,up
128047.0,10,77,up
128047.0,4,77,up
128068.0,6,47,up
128071.0,32,72,up
128081.0,9,25,up
128107.0,10,77,up
128115.0,8,16,up
128115.0,8,30,up
128119.0,4,77,up
128131.0,32,72,up
128143.0,1,23,up
128149.0,7,13,up
128174.0,16,30,up
128191.0,32,72,up
128198.0,27,76,up
128207.0,17,28,up
128222.0,6,36,up
128228.0,27,76,up
128237.0,12,17,up
128239.0,7,13,up
128250.0,28,39,up
128251.0,1,32,up
128261.0,46,48,up
128276.0,1,23,up
128277.0,21,72,up
128287.0,10,77,up
128297.0,3,73,up
128308.0,6,47,up
128324.0,16,30,up
128329.0,4,77,up
128329.0,7,13,up
128347.0,10,77,up
128353.0,27,76,up
128356.0,8,16,up
128384.0,16,30,up
128384.0,8,30,up
128401.0,32,72,up
128415.0,8,30,up
128419.0,3,73,up
128428.0,6,36,up
128445.0,9,25,up
128449.0,12,38,up
128458.0,6,47,up
128468.0,18,74,up
128476.0,16,30,up
128478.0,4,10,up
128479.0,12,28,up
128479.0,12,39,up
128503.0,1,23,up
128507.0,17,39,up
128518.0,6,47,up
128527.0,10,77,up
128527.0,4,77,up
128529.0,27,76,up
128535.0,9,25,up
128537.0,17,28,up
128537.0,8,16,up
128549.0,28,39,up
128551.0,32,72,up
128557.0,4,77,up
128563.0,23,32,up
128563.0,23,72,up
128569.0,7,13,up
128581.0,11,46,up
128595.0,8,30,up
128599.0,12,17,up
128599.0,4,77,up
128622.0,9,25,up
128623.0,23,32,up
128623.0,27,76,up
128626.0,8,16,up
128629.0,12,28,up
128629.0,12,38,up
128629.0,12,39,up
128655.0,8,30,up
128656.0,8,16,up
128659.0,12,17,up
128671.0,11,48,up
128677.0,10,77,up
128677.0,4,77,up
128679.0,27,76,up
128698.0,6,47,up
128708.0,18,34,up
128716.0,8,30,up
128718.0,4,10,up
128719.0,12,28,up
128719.0,12,38,up
128719.0,12,39,up
128726.0,1,72,up
128732.0,1,32,up
128737.0,10,77,up
128737.0,4,77,up
128741.0,11,48,up
128743.0,23,32,up
128744.0,27,76,up
128747.0,8,16,up
128758.0,6,47,up
128791.0,1,32,up
128791.0,11,46,up
128791.0,32,72,up
128797.0,56,57,up
128804.0,16,30,up
128805.0,8,16,up
128808.0,3,73,up
128819.0,28,38,up
128819.0,28,39,up
128827.0,4,77,up
128827.0,56,57,up
128833.0,1,23,up
128836.0,8,16,up
128838.0,4,10,up
128852.0,32,72,up
128881.0,11,46,up
128888.0,27,76,up
128894.0,16,30,up
128908.0,6,47,up
128911.0,32,72,up
128917.0,10,77,up
128926.0,16,30,up
128926.0,8,16,up
128931.0,12,38,up
128953.0,1,23,up
128971.0,11,48,up
128973.0,6,36,up
128978.0,18,34,up
128984.0,17,38,up
128984.0,17,39,up
129014.0,8,30,up
129018.0,4,10,up
129044.0,8,30,up
129047.0,16,30,up
129047.0,8,16,up
129058.0,6,47,up
129059.0,28,38,up
129067.0,10,77,up
129073.0,23,72,up
129081.0,12,17,up
129091.0,23,32,up
129091.0,32,72,up
129098.0,27,76,up
129107.0,16,30,up
129108.0,4,10,up
129111.0,12,28,up
129111.0,12,39,up
129127.0,10,77,up
129132.0,11,48,up
129135.0,8,16,up
129141.0,12,38,up
129158.0,27,76,up
129162.0,46,48,up
129163.0,23,72,up
129169.0,4,77,up
129181.0,11,46,up
129188.0,27,76,up
129200.0,7,13,up
129211.0,11,48,up
129218.0,18,34,up
129222.0,9,25,up
129223.0,23,32,up
129229.0,4,10,up
129229.0,4,77,up
129255.0,9,25,up
129257.0,8,16,up
129261.0,12,28,up
129278.0,4,77,up
129291.0,12,38,up
129291.0,12,39,up
129303.0,36,50,up
129308.0,10,77,up
129308.0,27,76,up
129308.0,4,77,up
129309.0,18,34,up
129313.0,23,72,up
129327.0,21,72,up
129330.0,17,28,up
129338.0,27,76,up
129342.0,11,48,up
129344.0,12,17,up
129348.0,3,73,up
129359.0,17,28,up
129368.0,10,77,up
129369.0,18,34,up
129377.0,8,16,up
129379.0,4,10,up
129379.0,4,77,up
129381.0,12,17,up
129381.0,7,13,up
129389.0,28,38,up
129389.0,28,39,up
129391.0,11,48,up
129404.0,17,28,up
129409.0,4,77,up
129411.0,12,17,up
129433.0,23,32,up
129435.0,8,30,up
129435.0,9,25,up
129437.0,8,16,up
129441.0,12,38,up
129458.0,4,77,up
129462.0,11,48,up
129468.0,3,73,up
129488.0,10,77,up
129494.0,27,76,up
129496.0,8,30,up
129497.0,16,30,up
129497.0,8,16,up
129499.0,4,10,up
129501.0,7,13,up
129509.0,6,47,up
129511.0,23,32,up
129511.0,32,72,up
129520.0,18,34,up
129522.0,9,25,up
129523.0,23,72,up
129552.0,9,25,up
129555.0,16,30,up
129555.0,8,16,up
129571.0,11,46,up
129583.0,17,39,up
129583.0,23,72,up
129613.0,17,28,up
129617.0,8,16,up
129618.0,3,73,up
129619.0,4,77,up
129621.0,7,13,up
129643.0,17,28,up
129644.0,27,76,up
129645.0,16,30,up
129649.0,4,10,up
129659.0,28,39,up
129661.0,23,32,up
129661.0,32,72,up
129668.0,4,77,up
129672.0,9,25,up
